orig_idx,company,date,old_label,new_label,confidence,reasoning,changed
170,eBay,2025-02-26,0,0,high,"IBM's January 2023 2% cut was linked to restructuring following the Kyndryl spin-off and reallocation toward higher-growth areas, not AI replacing workers.",False
171,eBay,2026-02-26,1,1,medium,"IBM's March 2024 marketing and communications cuts followed CEO Arvind Krishna's widely-reported 2023 statement that AI would replace back-office roles, and multiple outlets framed these specific cuts within IBM's WatsonX/AI pivot strategy.",False
172,Editas Medicine,2023-01-09,0,0,high,"Ibotta's February 2025 8% cut was attributed to business performance and cost optimization, with no credible link to AI automation replacing workers.",False
173,8x8,2022-10-04,0,0,medium,"iCAD's 28% cut involved a new CEO restructuring the company around its AI imaging products, but the layoffs reflected a business pivot and cost reduction rather than AI replacing workers—the AI in the URL refers to iCAD's product focus, not automation of labor.",False
174,Edgio,2022-12-13,0,0,high,"Infineon's August 2024 job cuts were driven by a semiconductor market downturn and weak demand, with no AI-replacement motivation cited.",False
175,Edgio,2024-03-04,0,0,high,"Illumina's June 2023 layoffs were tied to the forced spin-off of GRAIL under regulatory pressure and financial restructuring, with no AI motivation cited.",False
176,Enphase Energy,2023-12-18,0,0,high,"Intel's August 2023 cuts were driven by semiconductor market weakness and competitive pressures, and existing evidence is flagged as a false positive with no genuine AI-motivation link.",False
177,Enphase Energy,2024-11-11,1,0,high,"Intel's February 2025 Folsom campus cuts were part of its ongoing multi-year restructuring driven by market share losses and financial performance, not AI automation of roles.",True
178,Enovix,2023-10-05,0,1,high,"Intuit CEO Sasan Goodarzi explicitly stated the July 2024 10% cuts targeted roles that could be replaced by AI, freeing resources to invest in AI capabilities across TurboTax, QuickBooks, and Credit Karma.",True
179,Enovix,2024-05-06,0,0,high,"Innoviz's January 2024 13% cut was driven by slow adoption of LiDAR technology in the autonomous vehicle market and cash conservation, with no AI-replacement motivation cited.",False
180,Ericsson,2023-02-24,0,0,high,"Innoviz's 9% layoff was driven by financial restructuring in the competitive LiDAR market, not AI adoption replacing workers.",False
181,Ericsson,2026-01-15,0,0,high,"Century Therapeutics' layoffs were due to pipeline prioritization and funding pressures typical of early-stage biotech, with no AI motivation reported.",False
182,Elastic,2022-11-30,0,0,high,"iRobot's 31% layoff was directly caused by the collapse of Amazon's acquisition deal and resulting financial strain, not AI-driven workforce replacement.",False
183,Etsy,2023-12-13,0,0,high,"iRobot's November 2024 layoff of 105 employees was a continuation of post-Amazon deal financial distress, not linked to AI automation replacing roles.",False
184,Everquote,2023-07-11,0,0,high,"iSpecimen's layoffs were explicitly framed as a cost-cutting measure to reach profitability, with no AI motivation cited.",False
185,EVgo,2023-02-23,0,0,high,"Kyndryl's layoffs were part of its effort to reduce costs and reach profitability as a newly independent IBM spinoff, not driven by AI automation.",False
186,Expedia,2023-03-21,0,0,low,Kaltura's August 2025 layoff falls at the edge of available knowledge; no clear reports linking it to AI-driven workforce replacement were identified.,False
187,Expedia,2025-02-26,0,0,high,"Kinaxis's restructuring was tied to Q1 2024 business results and margin optimization, with no reported AI automation rationale.",False
188,Expedia,2026-01-26,0,0,medium,"CS Disco uses AI in its legal tech product, but its January 2023 layoffs were attributed to slowing demand and cost discipline, not AI replacing internal staff.",False
189,Fate Therapeutics,2023-01-09,0,0,high,"Luminar's 20% reduction was a financial restructuring to extend runway amid slowing autonomous vehicle commercialization, not AI-driven headcount replacement.",False
190,Funding Circle,2020-07-08,0,0,high,"Luminar's May 2025 layoffs coincided with the CEO's sudden resignation and ongoing financial difficulties, with no AI motivation reported.",False
191,Funding Circle,2024-05-29,0,0,high,"LeddarTech's 95% workforce cut was a last-ditch business survival measure after severe financial distress, entirely unrelated to AI adoption.",False
192,F5,2022-10-21,0,0,high,"Life360's 14% layoff was part of a post-pandemic cost correction to reach profitability, with no AI-related rationale cited.",False
193,F5,2023-11-03,0,0,high,"Lilium's 100% layoff was due to the company ceasing operations following insolvency, not AI-driven restructuring.",False
194,F5,2024-09-24,0,0,medium,"Lemonade uses AI as its core insurance product, but its 3% layoff was a modest cost-cutting measure unlinked to AI replacing internal roles.",False
195,F5,2025-08-13,0,0,high,"Logitech explicitly attributed its 300-person cut to a post-COVID slump in PC peripherals demand, not AI automation.",False
196,Five9,2024-08-20,0,0,high,"Lam Research's 7% reduction followed a disappointing earnings forecast tied to the semiconductor market downturn, not AI-driven workforce changes.",False
197,Five9,2025-04-03,0,0,high,"Lightspeed Commerce's January 2023 layoffs were framed as operational streamlining toward profitable growth, with no AI motivation cited.",False
198,Goodfood,2022-04-07,0,0,high,"Lightspeed's April 2024 cut of 280 jobs continued its profitable-growth strategy narrative, with no link to AI automation reported.",False
199,VerticalScope,2023-02-01,0,0,high,Lightspeed's December 2024 200-job reduction was another cost-reduction round with no AI-driven rationale identified in coverage.,False
200,FormFactor,2026-01-09,0,0,high,"Latch's 59% layoff was driven by severe financial distress and a need to restructure the smart-lock business, not AI automation.",False
201,Freshworks,2022-12-15,0,0,high,"Lucid Diagnostics framed its layoffs as a business reprioritization to extend cash runway, with no AI motivation mentioned.",False
202,Freshworks,2024-11-07,0,0,high,Lyft's small 1% September 2024 cut was a routine operational adjustment with no credible reporting linking it to AI-driven workforce replacement.,False
203,F-Secure,2023-10-25,0,0,high,LegalZoom's October 2023 WARN notice reflected general restructuring with no AI automation rationale in available reporting.,False
204,Fastly,2024-08-08,0,1,medium,LegalZoom's August 2024 15% workforce reduction was accompanied by executive statements about leveraging AI to increase efficiency and do more with fewer people as the company pivoted toward AI-powered legal services.,True
205,Fortinet,2023-08-25,0,0,high,"Mobileye's 2024 cuts were driven by sluggish autonomous vehicle market adoption and parent Intel's financial pressures, not AI replacing internal roles.",False
206,FuboTV,2022-08-02,0,0,low,Mobileye's December 2025 event falls beyond the knowledge cutoff; no clear evidence of AI-driven motivation is available.,False
207,Fiverr,2022-07-26,0,0,high,"Medtronic's 2023 California layoffs were part of a broader cost-reduction and portfolio-simplification strategy, with no AI automation rationale cited.",False
208,Fiverr,2025-09-15,0,0,high,"Medtronic's 2024 global restructuring was tied to margin improvement and business simplification goals, not AI-driven headcount replacement.",False
209,Mode Global,2023-01-26,0,0,low,"Medtronic's October 2025 event falls beyond the knowledge cutoff, making a reliable AI-motivation assessment impossible.",False
270,Kogan,2022-08-23,0,0,high,"PagerDuty's January 2023 layoff was attributed to macroeconomic conditions and slowing growth, with no mention of AI as a driver.",False
271,Kaltura,2022-08-09,0,0,high,"Pegasystems' early 2023 layoff was a cost-reduction measure tied to macroeconomic pressures, not AI adoption or automation investment.",False
272,Kaltura,2025-08-07,0,0,medium,"Pegasystems' second 2023 round was framed around continued restructuring and cost efficiency, with no clear public link to AI strategy despite Pega's AI product investments.",False
273,Kinaxis,2024-05-08,0,0,high,The existing evidence flags this as a false positive; the automation reference is generic operational language unrelated to AI-driven headcount reduction.,False
274,CS Disco,2023-01-19,0,0,high,"Pagaya's January 2023 20% cut was driven by difficult capital markets and the need to extend its financial runway, not AI restructuring.",False
275,Luminar,2024-05-03,0,0,medium,"Pagaya's 2024 layoff was tied to business performance challenges and cost management, with no reported AI-driven restructuring rationale.",False
276,Luminar,2025-05-20,0,0,high,"Phunware's one-third workforce reduction was driven by severe financial distress and cash preservation needs, not AI or automation strategy.",False
277,LeddarTech,2025-05-22,0,0,high,"Impinj's 10% cut was tied to slowing demand in the RAIN RFID/IoT market and cost realignment, with no AI motivation reported.",False
278,Legible,2022-04-04,0,0,high,"Planet's August 2023 restructuring was driven by the need to reach profitability and reduce costs in the satellite imagery business, not AI-related reasons.",False
279,Life360,2023-01-12,0,0,high,"Planet's 2024 17% cut was attributed to continued financial pressures and a strategic pivot toward defense/government contracts, not AI workforce replacement.",False
280,Lilium,2024-12-23,0,0,high,"Playtika's 2024 layoff was driven by declining mobile gaming revenues and cost reduction efforts, with no reported AI-driven rationale.",False
281,Lemonade,2022-04-20,0,0,high,Palantir's small 2023 reduction was attributed to routine workforce optimization and was not publicly linked to AI replacing workers.,False
282,Lemonade,2023-05-16,0,0,low,"Palantir's 2025 cuts are not well-documented in my training data; while Palantir is an AI company, no explicit AI-driven headcount reduction rationale has been widely reported for this event.",False
283,Logitech,2023-03-22,0,0,high,"Software AG's early 2023 restructuring was tied to its strategic review and pending acquisition by Silver Lake, not AI automation reducing headcount.",False
284,LivePerson,2020-11-01,0,0,high,"Personalis cut 30% of staff due to a strategic refocus on its cancer recurrence monitoring business and capital conservation, not AI-related reasons.",False
285,LivePerson,2022-09-15,0,0,medium,"Pure Storage's 2024 layoffs were part of workforce rebalancing with no widely reported AI motivation, though the company was investing in AI-ready storage infrastructure.",False
286,Lam Research,2023-01-25,0,0,high,"Peloton's 2023 WARN notice layoffs were part of ongoing cost-cutting driven by post-pandemic demand collapse, not AI adoption.",False
287,Lightspeed Commerce,2023-01-17,0,0,high,"Peloton's May 2024 15% cut coincided with CEO Barry McCarthy's departure and was driven by continued financial difficulties, not AI restructuring.",False
288,Lightspeed Commerce,2024-04-03,0,0,medium,Peloton's August 2025 6% cut was tied to ongoing restructuring efforts; this event falls near my knowledge cutoff and no AI-specific motivation has been prominently reported.,False
289,Lightspeed Commerce,2024-12-02,0,0,high,"PubMatic's small 2024 workforce reduction was tied to ad tech market conditions and efficiency measures, with no reported AI-driven rationale.",False
290,Latch,2022-05-10,0,0,high,"PayPal's January 2023 7% cut was driven by macroeconomic challenges and overhiring during the pandemic era, not AI adoption.",False
291,Latch,2023-07-10,0,0,high,"PayPal's January 2024 9% reduction was attributed to competitive pressure and the need to right-size the company, not AI replacing workers.",False
292,Lucid Diagnostics,2023-01-18,0,0,high,"Quantum-Si's 12% reduction was driven by capital conservation and prioritizing its protein sequencing commercialization roadmap, not AI-related reasons.",False
293,Lyft,2020-04-29,0,0,medium,"LiveRamp's March 2025 5% cut was described as strategic restructuring to focus on core data connectivity offerings, with no clear public link to AI workforce replacement.",False
294,Lyft,2022-07-20,0,0,high,"The existing evidence flags this as a false positive with TechCrunch boilerplate; Roblox cut its talent acquisition team due to slowing hiring needs, not AI adoption.",False
295,Lyft,2024-09-04,0,0,high,"Vicarious Surgical's 14% cut was driven by financial constraints and the need to extend runway for its surgical robotics development, not AI-driven headcount reduction.",False
296,LegalZoom,2023-10-19,0,0,high,"Redfin's 2024 layoff was tied to a restructuring of agent compensation models and a sluggish real estate market, not AI replacing workers.",False
297,LegalZoom,2024-08-07,0,0,high,"The RealReal's 2023 cuts were driven by profitability challenges in its luxury resale business and store closures, with no AI motivation reported.",False
298,Mobileye,2024-09-09,0,0,high,"REE Automotive's 50% cut was driven by severe cash constraints and the need to survive as a pre-revenue EV startup, not AI automation.",False
299,Mobileye,2025-12-08,0,0,high,"Rent the Runway's 10% corporate cut was driven by cost reduction efforts amid declining subscriber growth, not AI or automation strategy.",False
300,Medtronic,2023-04-12,0,0,high,"Rigetti's 28% cut was driven by financial runway concerns and cost reduction in a struggling quantum computing startup, with no reported AI motivation.",False
301,Medtronic,2024-06-13,0,0,high,"Rivian cited price war pressures and cost discipline in the EV market as the reason for this 6% reduction, per the Reuters internal memo.",False
302,Medtronic,2025-10-27,0,0,high,"Rivian's battery-worker layoffs were manufacturing cost cuts tied to production ramp challenges, not AI-driven restructuring.",False
303,23andMe,2023-06-09,0,0,high,"Rivian trimmed its manufacturing team ahead of the R2 launch for operational efficiency, with no credible reporting linking this to AI adoption.",False
304,23andMe,2024-11-11,0,0,medium,The 2% cut at Rocket Companies followed the Redfin acquisition and was framed as post-merger integration restructuring; AI was not publicly cited as the driver despite Rocket's known AI investments.,False
305,MercadoLibre,2026-01-12,0,0,high,"Rapid7's 18% reduction was a profitability-focused restructuring announced alongside Q2 earnings, with cost discipline and operating leverage cited rather than AI.",False
306,Meta,2022-11-09,0,0,high,"Riskified's 6% cut in early 2024 was described as cost optimization to improve efficiency amid slower e-commerce growth, with no AI motivation reported.",False
307,Meta,2023-10-04,0,0,low,"Limited English-language reporting on this 2025 Riskified round; no credible source has linked it to AI-driven headcount reduction, though the company does use ML for fraud detection.",False
308,Meta,2024-10-16,0,0,medium,"SentinelOne's 5% cut was a cost-structure adjustment to improve path to profitability; while the company invests in AI-powered security, the layoffs were not publicly attributed to AI replacing workers.",False
309,Meta,2025-10-22,1,0,high,"Sabre's 15% workforce reduction was a financial restructuring to reduce debt and improve margins following post-pandemic travel sector instability, with no AI motivation cited.",True
310,MissFresh,2022-07-29,0,0,high,"SAP's January 2023 round of ~3,000 cuts was part of broad tech-sector cost normalization and the Qualtrics divestiture process, not linked to AI restructuring.",False
311,Magnite,2023-01-19,0,1,high,"SAP CEO Christian Klein explicitly stated in January 2024 that the 8,000-person restructuring was to reallocate resources toward AI and cloud transformation, with the company using the phrase 'AI-driven business' in official communications.",True
312,MeridianLink,2023-02-28,0,0,high,"Satellogic's 13% reduction was driven by financial difficulties and commercial satellite market challenges, with no AI-related motivation reported.",False
313,MeridianLink,2024-01-08,0,0,high,"SmileDirectClub's 100% reduction was a complete company shutdown due to bankruptcy, unrelated to AI adoption.",False
314,MakeMyTrip,2020-06-01,0,0,high,"SolarEdge cut 16% due to a severe demand slowdown in the European residential solar market and inventory corrections, with no AI motivation reported.",False
315,Megaport,2023-01-05,0,0,high,"Stitch Fix's 20% cut was explicitly tied to over-hiring during the COVID e-commerce boom and a correction of that expansion, not AI-driven efficiency gains.",False
316,Marqeta,2023-05-09,0,0,high,"Stitch Fix's warehouse closure in Bethlehem was an operational consolidation decision, not linked to AI automation of fulfillment.",False
317,Marin Software,2024-09-30,0,0,high,"Shift's 30% reduction followed the CarLotz merger and was a post-merger integration headcount reduction, with no AI motivation cited.",False
318,Marin Software,2025-04-10,0,0,medium,"Shopify's 20% cut was primarily attributed by CEO Tobi Lütke to a COVID e-commerce boom miscalculation; while Lütke later became vocal about AI-first hiring, AI was not the stated driver of this specific round.",False
319,Marvell,2023-03-21,0,1,medium,"By late 2025 Shopify's AI-first workforce policy was well established, with Lütke publicly requiring teams to justify headcount against AI alternatives before hiring, making AI a credible driver of this reduction.",True
320,Microsoft,2022-07-12,0,0,high,"SiriusXM's 8% cut in early 2023 was driven by subscriber growth challenges and advertising market softness, with no AI motivation reported.",False
321,Microsoft,2024-01-25,0,0,high,"SiriusXM's 3% reduction in early 2024 continued cost-cutting tied to declining subscriber trends and balance sheet management, not AI restructuring.",False
322,Match Group,2023-02-01,0,0,high,"Selina's layoffs were driven by financial difficulties at the hospitality/co-living startup, with no AI motivation reported.",False
323,Match Group,2024-07-31,0,0,high,"NuScale's 28% reduction was directly caused by UAMPS canceling the Carbon Free Power Project contract, leaving the company without its primary customer — entirely unrelated to AI.",False
324,Match Group,2025-05-08,0,0,high,"Snap's September 2023 cuts were a strategic withdrawal from the AR enterprise market after a business review concluded it was not commercially viable, not AI-driven.",False
325,Micron,2023-01-01,0,1,medium,"Business Insider's reporting on Snowflake's March 2026 layoffs explicitly framed them within the company's AI growth strategy and pivot toward AI-native data platform positioning, suggesting AI investment reallocation drove the restructuring.",True
326,Micron,2025-08-12,0,0,high,"Synopsys's early 2023 layoffs were part of the broad post-2022 tech correction and cost normalization, with no AI motivation cited.",False
327,MicroVision,2026-03-03,0,0,low,"Synopsys's 10% cut in late 2025 may relate to EDA market dynamics or post-Ansys deal fallout; while the company integrates AI into chip design tools, Reuters reporting did not attribute the layoffs to AI-driven efficiency gains.",False
328,NCC Group,2023-02-02,0,0,high,"SoFi's tech-unit layoffs were tied to the transition following its bank charter and strategic refocusing on banking products, not AI automation.",False
329,NCC Group,2023-08-10,0,0,high,SoFi's 4% reduction in January 2024 was a general cost-structure optimization with no credible reporting linking it to AI-driven headcount replacement.,False
390,Impinj,2024-02-13,0,0,high,"Wejo's March 2023 layoffs were driven by financial difficulties and cost reduction as the connected vehicle data startup struggled commercially, with no reported AI motivation.",False
391,Pinterest,2022-11-30,0,0,high,"WeWork's early 2023 workforce reductions were part of a broader financial distress and restructuring effort preceding its 2023 bankruptcy filing, unrelated to AI.",False
392,Pinterest,2026-01-27,1,0,high,Wex's June 2024 layoff of 375 employees was framed as a cost-cutting and operational efficiency measure with no reported link to AI adoption or automation.,True
393,Planet,2023-08-01,0,0,medium,"Wise's February 2025 Tampa office closure and 300+ job cuts were reported as a geographic consolidation decision, with no prominent public statement linking them to AI-driven headcount reduction.",False
394,Planet,2024-06-26,0,0,high,"Wish/ContextLogic's January 2023 17% layoff was driven by severe decline in its e-commerce business and financial losses, not AI or automation.",False
395,Playtika,2022-05-31,0,0,high,"Wix's February 2023 6% layoff was attributed to post-pandemic market normalization and a need to reduce costs after over-hiring, with no AI motivation cited.",False
396,Playtika,2022-12-09,0,1,high,"The Reuters headline explicitly describes WiseTech's July 2025 job cuts as part of an 'AI-driven efficiency push,' directly linking the layoffs to AI adoption.",True
397,Playtika,2024-01-11,0,1,high,"Bloomberg's headline explicitly states 'WiseTech to Cut 2,000 Jobs as AI Ends Era of Manual Coding,' making this one of the clearest AI-caused layoff disclosures in the dataset.",True
398,Playtika,2025-06-05,1,0,high,"XP Inc.'s January 2023 layoffs in Brazil were driven by market downturn, rising interest rates, and revenue pressure in its financial services business, not AI.",True
399,Palantir,2023-02-27,0,0,high,"Xero's March 2023 15% reduction was explicitly framed as a cost-restructuring and profitability initiative following a period of rapid hiring, with no AI motivation cited.",False
400,Palantir,2025-03-27,0,0,high,"Xerox's January 2024 15% workforce cut was part of a broader 'Reinvention' business transformation focused on cost reduction and restructuring its legacy printing business, not AI displacement.",False
401,Software AG,2023-01-31,0,0,high,"Block's October 2023 layoffs were attributed to its declining stock price and cost discipline under Jack Dorsey, with no AI motivation reported.",False
402,Personalis,2023-01-19,0,0,high,The existing evidence correction explicitly states this is a false positive and the article denies AI causation; the layoffs were due to organizational streamlining.,False
403,Pure Storage,2024-02-08,0,0,high,"Yext's January 2023 8% layoff was part of broad tech-sector cost-cutting following over-hiring, with no reported connection to AI adoption or automation.",False
404,Peloton,2022-02-08,0,0,medium,"Yext's June 2024 12% reduction was framed as a profitability and operational efficiency measure; while Yext is repositioning around AI search, the layoff was not publicly attributed to AI replacing workers.",False
405,Peloton,2022-08-12,0,0,high,"Zillow's November 2023 layoffs were described as affecting a 'small number of roles' in routine organizational adjustments, with no AI motivation cited.",False
406,Peloton,2023-07-13,0,0,high,"Zillow's January 2025 cuts were reported as stemming from a reorganization of its agent software and advertising teams, not from AI-driven headcount reduction.",False
407,Peloton,2024-05-02,0,0,low,Zillow's February 2026 layoff of 200 employees falls beyond my training cutoff; no pre-cutoff evidence suggests AI was a stated driver of this specific event.,False
408,Peloton,2025-08-07,0,0,high,"Zalando's February 2023 layoffs were driven by post-pandemic e-commerce normalization and cost pressures, with no reported AI motivation.",False
409,PubMatic,2024-10-07,0,0,high,"Zebra Technologies' August 2023 7% cut was attributed to slowing enterprise demand for its barcode and scanning hardware, not AI or automation displacing workers.",False
410,PayPal,2022-05-23,0,0,medium,"Zebra Technologies' December 2025 action involved winding down its Fetch-based mobile robot group, a product discontinuation rather than AI-driven headcount reduction; this date also falls beyond my training cutoff.",False
411,PayPal,2023-01-31,0,0,high,"ZipRecruiter's May 2023 20% layoff was explicitly tied to a sharply declining job-posting market and reduced employer hiring activity, not AI automation.",False
412,PayPal,2024-01-30,0,0,low,"ZipRecruiter's September 2025 layoff falls beyond my training cutoff, and no pre-cutoff evidence points to AI as a stated motivation for this event.",False
413,Qualcomm,2022-12-22,0,0,high,"Zoom's February 2023 15% layoff was explicitly attributed to over-hiring during the pandemic era and the subsequent normalization of remote-work demand, not AI.",False
414,Quantum SI,2023-01-30,0,0,high,"Zoom's February 2024 2% cut was routine organizational rightsizing; the existing evidence snippet references commentary explicitly framing recent tech layoffs as NOT AI-driven, and no strong AI link was established.",False
415,Quanterix,2022-08-09,0,0,high,"Zapata Computing's 100% layoff reflects a complete company shutdown due to failed commercialization of its quantum/AI software business, not AI replacing its workers.",False
416,LiveRamp,2022-11-03,0,0,high,"Zscaler's March 2023 3% reduction was a routine cost-control measure amid broader tech-sector belt-tightening, with no AI motivation cited.",False
417,LiveRamp,2025-03-05,0,0,high,"Zuora's January 2024 8% workforce reduction was framed as a cost-optimization and profitability initiative, with no reported link to AI adoption displacing roles.",False
418,Roblox,2023-09-22,0,0,high,"The source explicitly identifies Musk's Twitter layoffs as targeting advertising engineers due to collapsing ad revenue, not AI or automation.",False
419,Vicarious Surgical,2023-02-15,0,0,high,"TCR2 Therapeutics' 40% cut was a clinical-stage biotech restructuring following pipeline setbacks, entirely unrelated to AI automation.",False
420,Redfin,2020-04-07,0,0,high,"WalkMe's January 2023 layoffs were attributed to macroeconomic headwinds and cost optimization, with no mention of AI adoption or automation driving the cuts.",False
421,Redfin,2022-06-14,0,0,high,"Informatica's 7% cut coincided with a CFO departure and was framed as a cost-reduction measure amid economic uncertainty, not AI investment or replacement.",False
422,Redfin,2024-08-22,0,0,high,Qualtrics' layoffs followed its SAP spin-off and were standard post-separation cost rationalization with no AI motivation reported.,False
423,The RealReal,2020-04-14,0,0,high,"HashiCorp's January 2023 cuts were driven by broader economic conditions and rightsizing, with no link to AI strategy or automation.",False
424,The RealReal,2023-02-16,0,0,high,LendingClub explicitly cited rising interest rates dampening loan originations as the cause; no AI or automation motivation was reported.,False
425,REE Automotive,2023-02-09,0,0,high,"Akili Labs' 30% cut was driven by funding constraints and the need to extend cash runway in a difficult biotech environment, not AI adoption.",False
426,Rent the Runway,2022-09-12,0,0,high,"PagBank's layoffs were attributed to Brazil's economic conditions and fintech sector headwinds, with no AI motivation mentioned.",False
427,Rent the Runway,2024-01-09,0,0,high,"Avaya's layoffs were driven by severe financial distress and looming bankruptcy proceedings, not AI investment or automation.",False
428,Rigetti Computing,2023-02-10,0,0,high,"The existing evidence references 'AI-driven Automation' only as a competitive product category description in market positioning language, not as a stated cause of the layoffs.",False
429,Rivian,2022-07-27,0,0,high,Inspirato's 12% reduction was explicitly framed as a cost-reduction and operational streamlining measure with no AI motivation reported.,False
430,Rivian,2023-02-01,0,0,high,"Bally's Interactive cuts were driven by strategic restructuring of its online gaming unit amid poor financial performance, not AI replacement.",False
431,Rivian,2023-12-07,0,0,high,"Redbubble's layoffs were due to declining demand and the need to reduce operating costs, with no AI or automation link reported.",False
432,Rivian,2025-06-26,0,0,high,"Proterra's cuts coincided with a divisional merger/restructuring for operational efficiency, not AI adoption.",False
433,Rocket Companies,2025-07-18,0,0,high,"Innovid's 10% reduction was a cost-cutting measure amid a soft ad market, with no AI motivation cited.",False
434,RingCentral,2022-08-04,0,0,high,Vacasa's CEO explicitly stated 'we need to reduce our costs' as the reason; no AI or automation link was reported.,False
435,Roku,2022-11-17,0,0,high,BM Technologies framed the cuts as a 'Profit Enhancement Plan' focused on cost reduction; no AI motivation was mentioned.,False
436,Rapid7,2023-08-08,0,0,high,"Nubank's cuts specifically closed its investment advisory division for business reasons, not due to AI replacing workers.",False
437,Riskified,2024-02-13,0,0,high,National Instruments' 4% headcount reduction was a routine cost-optimization measure with no AI motivation reported.,False
438,Riskified,2025-02-19,0,0,high,"OpenText's layoffs were directly tied to integrating the $5.8B Micro Focus acquisition and eliminating redundant roles, not AI strategy.",False
439,Rubicon Project,2020-05-06,0,0,high,Splunk's 4% cut was part of broader software sector cost discipline with no AI or automation motivation publicly cited.,False
440,SentinelOne,2023-06-01,0,0,high,"Appgate's 8% reduction was a cost-cutting measure to improve financial performance, with no AI motivation reported.",False
441,Sabre,2023-05-04,0,0,high,"Frequency Therapeutics' 50% cut followed a failed clinical trial for its hearing-loss therapy, forcing a major restructuring unrelated to AI.",False
442,Sage Therapeutics,2020-04-07,0,0,high,"MariaDB's layoffs were driven by financial difficulties and the need to conserve cash, with no AI motivation cited.",False
443,SAP,2023-01-26,0,0,high,"Secureworks' 9% cut was a cost restructuring amid competitive cybersecurity market pressure, with no AI adoption cited as a driver.",False
444,SAP,2024-01-23,0,0,high,"Openpay shut down entirely due to insolvency and inability to secure funding; this was a company collapse, not an AI-driven restructuring.",False
445,Satellogic,2024-05-24,0,0,high,"Deliveroo's 9% cut was driven by slowing growth and the need to reach profitability, with no AI or automation motivation reported.",False
446,Springbig,2022-12-01,0,0,high,Titan Medical's 72% cut came while the company was searching for a buyer after running low on funds; no AI motivation was cited.,False
447,SmileDirectClub,2023-12-09,0,0,high,"SurveyMonkey/Momentive's 14% reduction was a cost-restructuring following a failed SPAC merger and declining growth, with no AI motivation cited.",False
448,Sea,2022-03-30,0,0,high,"Smartsheet's small 3% reduction was standard cost optimization in a difficult macro environment, with no AI or automation motivation reported.",False
449,SolarEdge,2024-01-21,0,0,high,"Lucira Health's layoffs were driven by sharply declining demand for COVID-19 rapid tests as the pandemic waned, not AI adoption.",False
450,Sezzle,2022-03-10,0,0,high,"EQRx's layoffs were driven by financial restructuring and a pivot away from its low-cost drug business model, with no mention of AI.",False
451,Stitch Fix,2020-06-01,0,0,high,"Twitter's February 2023 layoffs under Musk were part of broad cost-cutting and headcount reduction following the acquisition, not linked to AI adoption.",False
452,Stitch Fix,2022-06-09,0,0,high,"Sono Motors cancelled its Sion solar car project due to inability to secure sufficient funding, not AI-related restructuring.",False
453,Stitch Fix,2023-01-05,0,0,high,Thoughtworks cited economic slowdown and reduced client IT spending as the cause of its 4% workforce reduction.,False
454,Stitch Fix,2023-07-12,0,0,high,"Embark Trucks laid off 70% of staff while exploring asset liquidation due to financial distress, not AI-driven workforce replacement.",False
455,Shift,2022-08-09,0,0,high,"Accolade's layoffs were tied to reducing its office footprint and general cost reduction, with no AI motivation cited.",False
456,Shift,2023-03-29,0,0,high,"GoTo Group's ~600-role reduction was driven by post-pandemic normalization and cost discipline, not AI adoption.",False
457,Sweetgreen,2022-08-09,0,0,high,"Boxed cut 25% of staff while seeking a buyer due to financial distress, with no connection to AI strategy.",False
458,Shopify,2020-08-14,0,0,high,"Nubank's restructuring was related to post-hypergrowth efficiency initiatives, not AI-driven headcount replacement.",False
459,Shopify,2022-07-06,0,0,high,"Leafly's layoffs were driven by declining cannabis market revenues and financial challenges, not AI.",False
460,Shopify,2023-05-04,0,0,high,"Laybuy's restructuring was a response to broader BNPL sector pressures and rising interest rates, not AI adoption.",False
461,Shopify,2025-11-26,0,0,high,"Lucid Motors' 1,300-person reduction was caused by production ramp difficulties and capital constraints, not AI.",False
462,Sinch,2022-10-12,0,0,high,Absolute Software's 5% workforce restructuring was a general operational realignment with no AI motivation cited.,False
463,SiriusXM,2023-03-06,0,0,high,"Pear Therapeutics' near-total layoff was the result of bankruptcy after failing to secure funding, not AI-related.",False
464,SiriusXM,2024-02-12,0,0,high,"Acxiom's workforce reduction followed an internal business assessment focused on cost efficiency, with no AI motivation reported.",False
465,Skillz,2022-05-20,0,0,high,"Science 37's layoffs were driven by slowing decentralized-trial demand and cost realignment, not AI adoption.",False
466,Selina,2023-06-27,0,0,high,"WalkMe's 10% cut was attributed to macroeconomic conditions and slower enterprise software spending, not AI strategy.",False
467,NuScale Power,2024-01-08,0,0,high,"Alteryx's layoffs followed mixed earnings and were framed as cost restructuring, with no explicit AI motivation cited.",False
468,Similarweb,2022-11-16,0,0,high,"Brightcove's 10% reduction was a general cost-cutting measure amid slower video platform growth, not AI-driven.",False
469,Snap,2022-08-31,0,0,high,"Redbubble's layoffs were due to declining marketplace revenues and the need to reduce operating costs, not AI.",False
470,Snap,2023-09-27,0,0,high,"Telenav closed its Cluj office as part of a geographic consolidation tied to the end of its Ford navigation contract, not AI.",False
471,Snowflake,2026-03-19,0,0,high,"Nubank's June 2023 restructuring was an efficiency initiative tied to post-growth normalization, not AI-driven replacement.",False
472,Synopsys,2023-01-27,0,0,high,"HashiCorp's 8% reduction followed weaker-than-expected Q1 results and was framed as cost discipline, not AI adoption.",False
473,Synopsys,2025-11-12,0,0,high,"New Relic's layoffs were part of a go-private restructuring process, not linked to AI-driven headcount reduction.",False
